agent_id,agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,cost_per_task_cents,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,privacy_compliance_score,bias_detection_score,timestamp,data_quality_score,performance_index,cost_efficiency_ratio,autonomous_capability_score,overall_performance_score,resource_efficiency_score,cost_effectiveness,weighted_quality_score,complexity_autonomy_ratio,success_autonomy_interaction,latency_per_operation,arch_performance_benchmark,env_avg_cost_per_complexity,hour_of_day,is_weekend
AG_04636,Financial Advisor,CodeT5+,Hybrid,Planning & Scheduling,5,5,0.5961,0.6676,0.6476,22.42,387.43,359.9,61.1,0.0111,True,0.6382,False,False,0.7212,0.8747,2025-03-21 04:16:16,0.7589,0.633,52.31404958677686,94.674,0.6371,0.029449897202759995,57.39639639639639,0.65726,1.0,2.9804999999999997,17.280553077609277,0.09293333333333342,0.0032901654732797768,4,False
AG_00681,Financial Advisor,Gemini-Pro,Desktop,Communication,5,6,0.6806,0.6271,0.6479,25.18,2711.15,403.3,45.2,0.0124,True,0.7181,False,False,0.8498,0.8414,2025-03-22 04:16:15,0.9062,0.65474,48.86119402985075,110.267,0.6518666666666667,0.03554195585534385,52.56989247311829,0.7043200000000001,1.2,4.0836,107.67077045274027,0.0982333333333334,0.0033411305751704992,4,True
AG_00919,HR Recruiter,InstructGPT,Server,Research & Summarization,6,4,0.437,0.6021,0.5946,65.7,364.53,350.7,54.9,0.0254,True,0.4618,False,False,0.9619,0.904,2025-03-22 04:16:15,0.9488,0.53381,20.220075757575756,72.326,0.5445666666666666,0.030882808933265397,21.439632545931758,0.6054,0.6666666666666666,1.748,5.548401826484017,-0.007616666666666605,0.0033007674175458608,4,True
AG_00380,HR Recruiter,Claude-3.5,Server,Communication,2,3,0.7327,0.8798,0.7611,20.17,1168.88,199.1,30.5,0.0087,False,0.8605,False,False,0.7115,0.6174,2025-03-22 04:16:15,0.8934,0.78535,80.9639175257732,110.235,0.7912,0.1253344970399585,90.9425287356322,0.82368,1.5,2.1981,57.9514129895885,0.22491666666666665,0.0033007674175458608,4,True
AG_00274,Research Assistant,Claude-3.5,Edge,Research & Summarization,6,7,0.4664,0.5465,0.6914,53.32,2031.76,415.2,107.3,0.0219,True,0.5082,True,True,0.9388,0.9249,2025-03-22 04:16:15,0.9792,0.55793,24.36375545851529,105.574,0.5680999999999999,0.015519306430209361,25.94063926940639,0.601,1.1666666666666667,3.2647999999999997,38.10502625656414,0.0018166666666665776,0.0033751567840054684,4,True
AG_00534,Document Processor,InstructGPT,Cloud,Research & Summarization,5,7,0.711,0.6087,0.6656,42.83,887.01,350.4,69.9,0.0178,False,0.8037,True,True,0.9156,0.6364,2025-03-22 04:16:15,0.9713,0.66669,35.46223404255319,146.259,0.6617666666666667,0.027175155636558423,37.17790262172285,0.72214,1.4,4.976999999999999,20.710016343684334,0.10958333333333348,0.003354148856764928,4,True
AG_04602,Customer Service,Transformer-XL,Edge,Problem Solving,6,6,0.406,0.5832,0.5767,86.62,1048.13,417.4,75.1,0.033,True,0.4938,False,True,0.7928,0.6881,2025-03-22 04:16:16,0.9553,0.51037,15.010882352941175,94.566,0.5219666666666667,0.01839744739006353,15.817171717171718,0.58674,1.0,2.436,12.100323250981297,0.004283333333333417,0.0033751567840054684,4,True
AG_02647,Financial Advisor,CodeT5+,Mobile,Data Analysis,8,8,0.3,0.4563,0.513,59.07,379.37,427.9,81.7,0.024,True,0.3262,False,True,0.7494,0.9289,2025-03-22 04:16:16,0.9546,0.41079,16.4316,102.834,0.4231,0.014674152295961349,17.629166666666666,0.49344,1.0,2.4,6.4223802268495005,-0.1210666666666666,0.0033529413220314583,4,True
AG_02154,Email Manager,Falcon-180B,Edge,Learning & Adaptation,8,7,0.3,0.4769,0.4634,60.46,157.38,477.9,88.6,0.0249,True,0.3659,False,True,0.9098,0.8241,2025-03-22 04:16:16,0.8457,0.40209,15.524710424710426,95.613,0.4134333333333333,0.010944231653060773,16.603748326639895,0.47990000000000005,0.875,2.1,2.6030433344359905,-0.1139,0.0033751567840054684,4,True
AG_04107,Marketing Assistant,Falcon-180B,Desktop,Problem Solving,6,4,0.4808,0.5982,0.5895,32.46,552.54,360.9,87.6,0.0144,True,0.5617,False,True,0.9317,0.8352,2025-03-22 04:16:16,0.8528,0.54863,35.62532467532467,79.31899999999999,0.5561666666666666,0.018646306607909453,38.62268518518518,0.60216,0.6666666666666666,1.9232,17.022181146025876,0.028833333333333266,0.0033411305751704992,4,True
AG_04188,Marketing Assistant,LLaMA-3,Mobile,Problem Solving,6,5,0.461,0.5932,0.6046,99.63,1002.52,449.7,70.0,0.0377,True,0.5187,False,True,0.8318,0.6128,2025-03-22 04:16:16,0.953,0.54374,14.05012919896641,86.309,0.5529333333333334,0.019206455097048828,14.66666666666667,0.6122799999999999,0.8333333333333334,2.305,10.062430994680318,0.006000000000000005,0.0033529413220314583,4,True
AG_01685,Document Processor,Falcon-180B,Edge,Research & Summarization,5,5,0.5895,0.5852,0.6347,50.95,1507.29,350.5,45.5,0.0205,True,0.7047,True,True,0.8922,0.7985,2025-03-22 04:16:16,0.8414,0.60177,27.989302325581395,99.329,0.6031333333333334,0.039798717687448075,29.421138211382118,0.6381600000000001,1.0,2.9475000000000002,29.583709519136406,0.07580000000000009,0.0033751567840054684,4,True
AG_04740,Code Assistant,Claude-3.5,Hybrid,Code Generation,7,8,0.3895,0.5371,0.5648,48.47,404.83,474.8,73.4,0.0209,True,0.4897,False,False,0.8008,0.7373,2025-03-22 04:16:16,0.9216,0.48637,22.20867579908676,114.279,0.49713333333333337,0.016206450902029015,23.786283891547054,0.5549600000000001,1.1428571428571428,3.116,8.352176604085,-0.06914999999999999,0.0032901654732797768,4,True
AG_04497,Document Processor,Gemini-Pro,Cloud,Decision Making,8,7,0.3362,0.4503,0.4472,53.31,4543.86,477.6,76.3,0.0225,True,0.3747,False,False,0.7605,0.6153,2025-03-22 04:16:16,0.9195,0.40373,17.18,96.229,0.41123333333333334,0.012271931962126052,18.277037037037037,0.4985,0.875,2.3534,85.23466516601012,-0.14239999999999997,0.003354148856764928,4,True
AG_04850,Email Manager,PaLM-2,Mobile,Learning & Adaptation,9,8,0.3,0.4,0.4112,89.22,1855.92,526.0,103.7,0.035,True,0.4073,False,True,0.9115,0.7385,2025-03-22 04:16:16,0.9567,0.36336,10.093333333333332,108.511,0.3704,0.0075385636396302575,10.582857142857142,0.47134000000000004,0.8888888888888888,2.4,20.80161398789509,-0.16235000000000005,0.0033529413220314583,4,True
AG_01967,Project Manager,InstructGPT,Cloud,Code Generation,8,10,0.3172,0.5226,0.5184,61.66,1523.89,472.6,84.1,0.0253,True,0.4534,False,False,0.9607,0.6182,2025-03-22 04:16:16,0.8865,0.4391799999999999,16.698859315589353,131.738,0.45273333333333327,0.013042933492612778,17.89459815546772,0.51322,1.25,3.1719999999999997,24.714401556925075,-0.09944999999999998,0.003354148856764928,4,True
AG_04027,Document Processor,GPT-4o,Server,Decision Making,5,5,0.6213,0.6644,0.6568,36.92,2727.65,324.0,72.6,0.0155,True,0.7709,False,False,0.8253,0.6937,2025-03-22 04:16:16,0.8436,0.64488,39.083636363636366,103.963,0.6475,0.027922320851613787,41.774193548387096,0.6829999999999999,1.0,3.1064999999999996,73.88001083423619,0.0842166666666666,0.0033007674175458608,4,True
AG_03429,Email Manager,LLaMA-3,Edge,Communication,3,3,0.7157,0.6812,0.7722,19.5,262.26,260.2,45.9,0.0091,False,0.7249,False,True,0.7437,0.6358,2025-03-22 04:16:16,0.8862,0.7223,71.51485148514851,100.743,0.7230333333333334,0.06465614685536013,79.45421245421245,0.736,1.0,2.1471,13.449230769230768,0.17610000000000003,0.0033751567840054684,4,True
AG_03269,Sales Assistant,Transformer-XL,Cloud,Code Generation,4,4,0.6489,0.6916,0.5977,51.07,1788.87,269.7,59.2,0.0197,True,0.6926,False,True,0.7107,0.6495,2025-03-22 04:16:16,0.8963,0.64635,31.224637681159415,88.482,0.6460666666666667,0.03743523835292467,32.79526226734349,0.71546,1.0,2.5956,35.027804973565694,0.1283833333333334,0.003354148856764928,4,True
AG_03048,Marketing Assistant,Gemini-Pro,Server,Learning & Adaptation,8,8,0.4415,0.4628,0.4991,61.68,3303.67,432.8,73.5,0.0249,True,0.5123,False,False,0.817,0.8239,2025-03-22 04:16:16,0.8364,0.46517,17.96023166023166,115.861,0.4678,0.015689639996479186,18.78714859437751,0.529,1.0,3.532,53.56144617380026,-0.08583333333333332,0.0033007674175458608,4,True
AG_03551,Sales Assistant,Transformer-XL,Edge,Data Analysis,6,4,0.4663,0.5154,0.5641,66.61,830.21,383.8,60.0,0.026,True,0.5934,False,True,0.7122,0.7748,2025-03-22 04:16:16,0.7913,0.51037,18.90259259259259,81.53800000000001,0.5152666666666667,0.024496265416015288,19.817948717948717,0.55094,0.6666666666666666,1.8652,12.463744182555173,-0.0024166666666666226,0.0033751567840054684,4,True
AG_04446,Project Manager,PaLM-2,Desktop,Decision Making,5,4,0.5273,0.6441,0.6058,64.63,1768.92,346.3,50.7,0.025,True,0.5508,False,False,0.7479,0.721,2025-03-22 04:16:16,0.7558,0.58589,22.534230769230767,78.556,0.5924,0.03450395018399639,23.696,0.61972,0.8,2.1092,27.36995203465883,0.05964999999999998,0.0033411305751704992,4,True
AG_01839,Social Media Manager,Claude-3.5,Mobile,Data Analysis,6,5,0.5313,0.5587,0.6412,48.78,1020.2,464.8,71.3,0.0209,True,0.6171,True,True,0.9657,0.7554,2025-03-22 04:16:16,0.8502,0.5724899999999999,26.141095890410956,93.197,0.5770666666666666,0.01934807955524764,27.61084529505582,0.60604,0.8333333333333334,2.6565,20.91430914309143,0.010783333333333256,0.0033529413220314583,4,True
AG_04275,Translation Agent,Transformer-XL,Mobile,Problem Solving,8,10,0.3017,0.4,0.4597,21.52,319.33,536.4,89.7,0.0125,True,0.4424,False,True,0.7112,0.7527,2025-03-22 04:16:16,0.8676,0.37859,28.0437037037037,130.968,0.38713333333333333,0.009554177193511888,30.970666666666666,0.45420000000000005,1.25,3.0170000000000003,14.838754646840147,-0.13054999999999994,0.0033529413220314583,4,True
AG_04006,Social Media Manager,Mixtral-8x7B,Cloud,Text Processing,5,7,0.5859,0.5674,0.6471,25.39,123.91,347.8,71.3,0.0119,True,0.6251,False,False,0.8233,0.6378,2025-03-22 04:16:16,0.7781,0.5987100000000001,46.41162790697675,113.757,0.6001333333333333,0.026094699037911714,50.4313725490196,0.61694,1.4,4.1013,4.8802678219771565,0.0771666666666666,0.003354148856764928,4,True
AG_02464,Email Manager,Transformer-XL,Hybrid,Problem Solving,7,9,0.4157,0.4929,0.5662,44.15,1592.34,456.0,76.3,0.0193,True,0.4354,False,False,0.8813,0.8473,2025-03-22 04:16:16,0.9665,0.48401,23.84285714285714,120.478,0.49160000000000004,0.01627348186981215,25.471502590673577,0.55674,1.2857142857142858,3.7413000000000003,36.06659116647791,-0.026083333333333236,0.0032901654732797768,4,True
AG_02995,HR Recruiter,InstructGPT,Edge,Learning & Adaptation,9,9,0.3,0.4173,0.4924,91.64,1135.22,542.5,84.0,0.036,True,0.3784,False,True,0.72,0.6523,2025-03-22 04:16:16,0.9454,0.39291,10.61918918918919,116.488,0.40323333333333333,0.010805354399824446,11.200925925925926,0.47600000000000003,1.0,2.6999999999999997,12.387821911828896,-0.14894999999999992,0.0033751567840054684,4,True
AG_03035,Social Media Manager,Mixtral-8x7B,Edge,Research & Summarization,4,5,0.6892,0.6736,0.678,50.93,183.53,300.7,65.3,0.02,True,0.7891,True,True,0.9334,0.9351,2025-03-22 04:16:16,0.8931,0.68116,32.436190476190475,105.237,0.6802666666666667,0.03452892714345446,34.013333333333335,0.72374,1.25,3.446,3.6035735322992344,0.1573,0.0033751567840054684,4,True
AG_00090,Financial Advisor,Falcon-180B,Cloud,Data Analysis,8,8,0.3,0.4,0.4883,50.96,1046.51,533.7,97.1,0.0223,True,0.4302,True,False,0.9697,0.611,2025-03-23 04:16:15,0.9182,0.38649,16.587553648068667,110.114,0.39609999999999995,0.0094225899405796,17.76233183856502,0.46364000000000005,1.0,2.4,20.535910518053374,-0.13123333333333337,0.003354148856764928,4,True
AG_00237,Research Assistant,GPT-4o,Edge,Communication,5,6,0.6233,0.6247,0.6848,20.99,1024.49,340.1,53.9,0.0104,True,0.762,False,True,0.8241,0.7937,2025-03-23 04:16:15,0.8086,0.6421699999999999,56.33070175438595,113.34,0.6442666666666667,0.03735668708155791,61.94871794871795,0.66092,1.2,3.7398,48.80848022868033,0.0809833333333333,0.0033751567840054684,4,True
AG_00898,Code Assistant,CodeT5+,Desktop,Learning & Adaptation,7,5,0.3689,0.4892,0.5394,83.12,125.84,421.7,92.7,0.0319,True,0.5148,False,True,0.7191,0.7463,2025-03-23 04:16:15,0.8066,0.45614,13.864437689969606,86.036,0.4658333333333333,0.013798364302910166,14.602925809822363,0.50456,0.7142857142857143,1.8445,1.5139557266602501,-0.07833333333333325,0.0033411305751704992,4,True
AG_00715,Customer Service,LLaMA-3,Server,Planning & Scheduling,7,5,0.4623,0.5496,0.5397,27.89,1582.54,390.9,74.9,0.0132,True,0.4777,False,False,0.7172,0.618,2025-03-23 04:16:15,0.8374,0.51171,36.03591549295774,83.439,0.5172,0.018433378042045315,39.18181818181818,0.5722400000000001,0.7142857142857143,2.3115,56.7422015059161,-0.02973333333333339,0.0033007674175458608,4,True
AG_02136,QA Tester,PaLM-2,Cloud,Planning & Scheduling,7,9,0.3912,0.5264,0.5593,39.02,684.67,465.5,77.4,0.0177,True,0.4113,False,True,0.9344,0.8624,2025-03-23 04:16:16,0.8379,0.48219,25.785561497326203,118.791,0.4923,0.015523304384993492,27.8135593220339,0.5346200000000001,1.2857142857142858,3.5208,17.54664274730907,-0.04045000000000004,0.003354148856764928,4,True
AG_03540,Task Planner,GPT-4o,Mobile,Learning & Adaptation,8,8,0.3605,0.4808,0.5394,83.41,195.54,497.4,61.5,0.0328,True,0.4706,False,True,0.7483,0.6114,2025-03-23 04:16:16,0.8546,0.45026,13.321301775147928,112.942,0.4602333333333333,0.017633155824923752,14.031504065040648,0.5074400000000001,1.0,2.884,2.344323222635176,-0.10305000000000003,0.0033529413220314583,4,True
AG_03756,Code Assistant,GPT-4o,Server,Planning & Scheduling,7,7,0.4027,0.5389,0.5655,33.94,259.27,496.4,88.0,0.0163,True,0.4202,False,False,0.9777,0.9361,2025-03-23 04:16:16,0.909,0.4923999999999999,28.462427745664737,99.414,0.5023666666666666,0.01294548018460186,30.8200408997955,0.55844,1.0,2.8189,7.639068945197407,-0.06091666666666673,0.0033007674175458608,4,True
AG_03913,Content Creator,LLaMA-3,Cloud,Research & Summarization,8,6,0.3,0.5153,0.4533,55.88,123.79,493.6,68.8,0.0236,True,0.3878,True,True,0.9795,0.7744,2025-03-23 04:16:16,0.9241,0.41058,16.690243902439025,87.146,0.42286666666666667,0.013348182315027702,17.918079096045197,0.51094,0.75,1.7999999999999998,2.215282748747316,-0.12406666666666671,0.003354148856764928,4,True
AG_03087,Data Analyst,GPT-4o,Edge,Creative Writing,6,4,0.5224,0.5395,0.5941,41.85,1106.29,402.0,67.0,0.018,True,0.6005,False,True,0.8553,0.9325,2025-03-23 04:16:16,0.7624,0.54904,28.89684210526316,82.035,0.552,0.02205762233608079,30.66666666666667,0.57724,0.6666666666666666,2.0896,26.43464755077658,-0.011283333333333312,0.0033751567840054684,4,True
AG_04442,Sales Assistant,LLaMA-3,Mobile,Creative Writing,5,5,0.5736,0.712,0.6225,40.9,292.43,372.4,54.8,0.0174,True,0.7176,True,True,0.7305,0.6574,2025-03-23 04:16:16,0.8004,0.62979,34.227717391304346,100.232,0.6360333333333333,0.030503461469105514,36.553639846743295,0.67432,1.0,2.868,7.149877750611247,0.08909999999999996,0.0033529413220314583,4,True
AG_02530,Social Media Manager,Falcon-180B,Desktop,Code Generation,3,5,0.7295,0.6354,0.6896,45.64,206.66,223.5,33.3,0.0174,False,0.7379,False,False,0.7522,0.6008,2025-03-23 04:16:16,0.7751,0.6892999999999999,37.461956521739125,121.653,0.6848333333333333,0.0926564148040658,39.35823754789272,0.70098,1.6666666666666667,3.6475,4.528045574057844,0.15749999999999997,0.0033411305751704992,4,True
AG_04021,Social Media Manager,Gemini-Pro,Desktop,Text Processing,7,5,0.4321,0.5166,0.6326,39.48,146.93,372.4,93.5,0.0169,True,0.5002,False,True,0.9785,0.7875,2025-03-23 04:16:16,0.8257,0.5176000000000001,28.91620111731844,85.014,0.5271,0.018168032763344576,31.18934911242604,0.54462,0.7142857142857143,2.1605,3.7216312056737593,-0.026533333333333298,0.0033411305751704992,4,True
AG_02892,Project Manager,Transformer-XL,Mobile,Planning & Scheduling,7,9,0.4068,0.4651,0.5404,49.29,267.17,448.6,70.3,0.0209,True,0.5286,False,True,0.7007,0.8082,2025-03-23 04:16:16,0.8911,0.46437,21.204109589041096,127.002,0.4707666666666667,0.017135656434527774,22.52472089314195,0.52698,1.2857142857142858,3.6612,5.4203692432542105,-0.04691666666666655,0.0033529413220314583,4,True
AG_03549,Data Analyst,Gemini-Pro,Edge,Learning & Adaptation,8,10,0.3522,0.4,0.448,109.08,314.7,538.9,79.1,0.0418,True,0.3973,False,True,0.7695,0.864,2025-03-23 04:16:16,0.9187,0.3952799999999999,9.235514018691587,127.811,0.4000666666666666,0.010509773268063263,9.57097288676236,0.48462000000000005,1.25,3.5220000000000002,2.885038503850385,-0.15356666666666668,0.0033751567840054684,4,True
AG_04414,Social Media Manager,PaLM-2,Cloud,Problem Solving,8,6,0.3056,0.4572,0.5048,80.14,204.67,504.6,77.2,0.0318,True,0.399,False,False,0.8277,0.9271,2025-03-23 04:16:16,0.9092,0.41084,12.52560975609756,87.93,0.42253333333333326,0.012958501988955495,13.287211740041926,0.48696,0.75,1.8336,2.553905665086099,-0.1102166666666668,0.003354148856764928,4,True
AG_01594,Customer Service,Mixtral-8x7B,Mobile,Creative Writing,8,7,0.3201,0.444,0.4621,37.85,896.28,507.4,101.7,0.0177,True,0.3343,True,True,0.848,0.7019,2025-03-23 04:16:16,0.9737,0.39987,21.38342245989305,93.401,0.40873333333333334,0.008954978607658764,23.092278719397363,0.50038,0.875,2.2407,23.679788639365917,-0.11423333333333335,0.0033529413220314583,4,True
AG_04355,Financial Advisor,PaLM-2,Cloud,Creative Writing,8,10,0.3595,0.5069,0.4904,33.66,946.12,518.3,91.2,0.0164,True,0.4476,False,False,0.748,0.9072,2025-03-23 04:16:16,0.8108,0.44299,25.45919540229885,131.332,0.45226666666666665,0.010374672935473934,27.57723577235772,0.5087200000000001,1.25,3.5949999999999998,28.108140225787288,-0.0804833333333334,0.003354148856764928,4,True
AG_03442,Email Manager,Falcon-180B,Edge,Research & Summarization,6,6,0.4741,0.4943,0.5317,51.88,2515.17,387.7,65.3,0.0212,True,0.5946,True,True,0.8401,0.6975,2025-03-23 04:16:16,0.822,0.49744,22.407207207207207,101.622,0.5000333333333333,0.021001856079024175,23.586477987421382,0.55176,1.0,2.8446000000000002,48.48053199691596,-0.02729999999999999,0.0033751567840054684,4,True
AG_02795,Customer Service,Falcon-180B,Desktop,Decision Making,10,10,0.3,0.4,0.3598,29.04,915.48,631.1,102.2,0.016,True,0.3854,False,False,0.7729,0.6007,2025-03-23 04:16:16,0.9772,0.3479399999999999,20.46705882352941,126.978,0.3532666666666667,0.005578431223586562,22.079166666666666,0.47544000000000003,1.0,3.0,31.524793388429753,-0.17406666666666665,0.0033411305751704992,4,True
AG_03445,Code Assistant,Mixtral-8x7B,Mobile,Planning & Scheduling,6,4,0.57,0.5621,0.593,24.68,883.12,396.8,69.1,0.0122,True,0.6931,False,True,0.8264,0.947,2025-03-23 04:16:16,0.8972,0.57453,43.525,88.517,0.5750333333333333,0.021627433359787125,47.13387978142076,0.6322800000000001,0.6666666666666666,2.28,35.78282009724473,0.052066666666666594,0.0033529413220314583,4,True
AG_03229,Social Media Manager,Claude-3.5,Server,Code Generation,3,4,0.9082,0.8398,0.7765,42.55,288.87,230.6,54.0,0.0165,False,0.95,False,True,0.9101,0.7404,2025-03-23 04:16:16,0.7784,0.8481700000000001,48.466857142857144,126.5,0.8414999999999999,0.06235745719700621,50.99999999999999,0.8548800000000001,1.3333333333333333,3.6328,6.788954171562867,0.27521666666666655,0.0033007674175458608,4,True
AG_01419,Translation Agent,InstructGPT,Mobile,Creative Writing,6,8,0.459,0.5671,0.6203,37.15,191.02,400.2,64.5,0.0164,True,0.4784,True,True,0.7006,0.926,2025-03-23 04:16:16,0.8776,0.53982,31.02413793103448,113.488,0.5488,0.02403062034874036,33.46341463414634,0.58596,1.3333333333333333,3.672,5.1418573351278605,-0.0033833333333332938,0.0033529413220314583,4,True
AG_01734,Translation Agent,Transformer-XL,Edge,Research & Summarization,6,6,0.4742,0.4873,0.5019,50.25,1822.27,391.2,73.6,0.0207,True,0.573,True,True,0.9738,0.639,2025-03-23 04:16:16,0.8562,0.48644,22.416589861751152,100.11,0.4878,0.017431731795145376,23.565217391304348,0.5558400000000001,1.0,2.8452,36.26407960199005,-0.029883333333333262,0.0033751567840054684,4,True
AG_03436,Email Manager,InstructGPT,Server,Text Processing,7,6,0.4166,0.5711,0.5413,26.8,511.7,486.0,67.3,0.0138,True,0.4819,False,False,0.8992,0.6716,2025-03-23 04:16:16,0.815,0.50036,33.80810810810811,93.733,0.5096666666666666,0.016549569215905686,36.93236714975845,0.55808,0.8571428571428571,2.4996,19.09328358208955,-0.04251666666666665,0.0033007674175458608,4,True
AG_00249,Sales Assistant,GPT-4o,Desktop,Creative Writing,8,10,0.3569,0.438,0.5639,42.33,248.95,504.5,82.8,0.0192,True,0.3807,False,True,0.7723,0.8119,2025-03-24 04:16:15,0.8496,0.4433299999999999,21.947029702970298,126.649,0.45293333333333335,0.013499279431972154,23.590277777777782,0.48788000000000004,1.25,3.569,5.881171745806756,-0.11035,0.0033411305751704992,4,False
AG_00205,Project Manager,Gemini-Pro,Desktop,Planning & Scheduling,7,6,0.4335,0.5221,0.5448,24.15,304.31,438.7,72.8,0.0124,True,0.5606,False,False,0.7882,0.6967,2025-03-24 04:16:15,0.9758,0.4934699999999999,36.82611940298508,99.242,0.5001333333333333,0.01705839180195232,40.333333333333336,0.5774,0.8571428571428571,2.601,12.600828157349897,-0.05349999999999999,0.0033411305751704992,4,False
AG_00083,Code Assistant,Mixtral-8x7B,Mobile,Learning & Adaptation,7,6,0.3788,0.4826,0.5231,96.2,364.35,442.9,77.0,0.0365,True,0.391,False,True,0.7617,0.8391,2025-03-24 04:16:15,0.7675,0.45323,12.086133333333336,87.37,0.4615,0.015338691563573027,12.643835616438357,0.49805999999999995,0.8571428571428571,2.2728,3.7874220374220378,-0.06146666666666667,0.0033529413220314583,4,False
AG_00258,Task Planner,PaLM-2,Mobile,Problem Solving,6,6,0.5096,0.6301,0.5838,56.29,998.62,368.2,82.8,0.0224,True,0.5347,False,True,0.8401,0.8418,2025-03-24 04:16:15,0.9103,0.56801,24.273931623931624,97.429,0.5745,0.01914917066181738,25.64732142857143,0.63794,1.0,3.0576000000000003,17.74062888612542,0.041749999999999954,0.0033529413220314583,4,False
AG_00031,QA Tester,Gemini-Pro,Cloud,Communication,2,2,0.8075,0.8065,0.8709,26.39,576.01,169.8,23.9,0.0105,False,0.8394,False,False,0.9649,0.8735,2025-03-24 04:16:15,0.7761,0.8262200000000001,71.84521739130436,98.758,0.8282999999999999,0.21460147552375178,78.88571428571427,0.80082,1.0,1.615,21.82682834406972,0.2746666666666666,0.003354148856764928,4,False
AG_00626,Task Planner,CodeT5+,Server,Planning & Scheduling,5,5,0.5077,0.6226,0.6613,16.93,540.54,311.3,60.6,0.0088,True,0.5177,False,False,0.9323,0.7968,2025-03-24 04:16:15,0.9043,0.58825,60.02551020408164,86.239,0.5972000000000001,0.03505474222333894,67.86363636363636,0.6329800000000001,1.0,2.5385,31.92793857058476,0.05303333333333349,0.0033007674175458608,4,False
AG_02139,Data Analyst,Falcon-180B,Server,Decision Making,6,8,0.4259,0.5604,0.5948,31.07,388.32,400.0,71.4,0.0144,True,0.5257,False,True,0.9258,0.6348,2025-03-24 04:16:16,0.8827,0.51692,33.566233766233765,116.799,0.5270333333333334,0.020826330532212882,36.59953703703704,0.5710600000000001,1.3333333333333333,3.4072,12.498229803669133,-0.00029999999999996696,0.0033007674175458608,4,False
AG_03762,Social Media Manager,Transformer-XL,Edge,Communication,3,4,0.5988,0.7452,0.6879,23.76,521.02,269.4,40.1,0.0106,True,0.6679,False,True,0.961,0.9246,2025-03-24 04:16:16,0.9137,0.66945,57.71120689655173,86.753,0.6772999999999999,0.06367711012002289,63.89622641509433,0.7203400000000001,1.3333333333333333,2.3952,21.928451178451176,0.15961666666666663,0.0033751567840054684,4,False
AG_01553,Research Assistant,PaLM-2,Edge,Data Analysis,5,4,0.5685,0.627,0.607,72.02,516.16,313.5,47.1,0.0271,True,0.6562,False,True,0.7107,0.9071,2025-03-24 04:16:16,0.8183,0.5975999999999999,21.266903914590745,85.934,0.6008333333333333,0.04110836829576354,22.170971709717097,0.6418600000000001,0.8,2.274,7.1668980838655925,0.06808333333333327,0.0033751567840054684,4,False
AG_04663,Research Assistant,GPT-4o,Desktop,Code Generation,4,5,0.6913,0.7765,0.7975,34.07,239.15,289.6,57.8,0.0143,True,0.707,False,False,0.7562,0.8215,2025-03-24 04:16:16,0.8126,0.74872,48.9359477124183,99.49,0.7551,0.047643569940163256,52.8041958041958,0.7496400000000001,1.25,3.4565,7.0193718814206045,0.19181666666666664,0.0033411305751704992,4,False
AG_02091,Email Manager,Gemini-Pro,Cloud,Text Processing,3,1,0.7841,0.743,0.7544,37.57,241.49,275.0,46.4,0.0153,False,0.896,False,False,0.7738,0.9046,2025-03-24 04:16:16,0.9544,0.76286,46.80122699386504,92.72,0.7605,0.059122257053291535,49.705882352941174,0.8017200000000001,0.3333333333333333,0.7841,6.4277348948629225,0.20686666666666664,0.003354148856764928,4,False
AG_04441,Customer Service,PaLM-2,Cloud,Creative Writing,7,8,0.3087,0.5076,0.53,27.91,1153.65,470.6,68.3,0.014,True,0.3498,True,True,0.7924,0.784,2025-03-24 04:16:16,0.7933,0.43476,28.984,104.486,0.4487666666666667,0.016489338864625017,32.054761904761904,0.48518000000000006,1.1428571428571428,2.4696,41.33464707989968,-0.08398333333333335,0.003354148856764928,4,False
AG_02026,QA Tester,PaLM-2,Edge,Research & Summarization,6,4,0.5314,0.5827,0.5568,50.11,329.42,437.3,53.9,0.0211,True,0.6015,False,True,0.8055,0.7945,2025-03-24 04:16:16,0.7777,0.55441,25.086425339366514,82.105,0.5569666666666667,0.023622778841491065,26.39652448657188,0.60118,0.6666666666666666,2.1256,6.573937337856716,0.024216666666666664,0.0033751567840054684,4,False
AG_01612,Content Creator,Falcon-180B,Mobile,Problem Solving,9,10,0.3,0.4,0.4446,47.11,2081.11,521.3,76.1,0.0209,True,0.3039,False,True,0.9654,0.8524,2025-03-24 04:16:16,0.7689,0.37338,17.04931506849315,121.273,0.38153333333333334,0.01120719882291643,18.25518341307815,0.43378000000000005,1.1111111111111112,3.0,44.17554659308003,-0.14579999999999999,0.0033529413220314583,4,False
AG_01459,Research Assistant,Falcon-180B,Server,Learning & Adaptation,9,8,0.3,0.4,0.4554,58.93,976.83,522.8,84.2,0.0249,True,0.3522,False,False,0.7632,0.8516,2025-03-24 04:16:16,0.8627,0.3766199999999999,14.54131274131274,104.654,0.3851333333333333,0.010345353995569264,15.467202141900938,0.45254000000000005,0.8888888888888888,2.4,16.57610724588495,-0.1422,0.0033007674175458608,4,False
